C22 ,11013946,4,20070906,108340,108340
C22 ,11529802,2,20070917,081778,081778
C22 ,12805410,1,20070904,057190,057190
C22 ,13147371,1,20081112,164103,164103
C22 ,16068814,1,20070905,141853,141853
C22 ,16098681,4,20070904,119990,119990
C22 ,16387660,1,20070906,108340,108340
C22 ,16412231,1,20070905,141853,141853
C22 ,16707208,2,20070904,051821,051821
C22 ,16838089,1,20070917,081778,081778
C22 ,16884597,1,20070904,057190,057190
C22 ,16906136,1,20070904,057190,057190
C22 ,22066461,2,20070917,081778,081778
C22 ,22103487,1,20070904,033720,033720
C22 ,22107863,1,20070905,141853,141853
C22 ,22108011,1,20070905,141853,141853
C22 ,22175123,1,20070904,051821,051821
C22 ,22403365,1,20081112,164103,164103
C22 ,22416050,4,20070904,033720,033720
C22 ,22512883,1,20070905,141853,141853
C22 ,22517331,4,20070904,119990,119990
C22 ,22599781,1,20070905,141853,141853
C22 ,22685651,1,20070904,057190,057190
C22 ,22713919,1,20070906,108340,108340
C22 ,22766339,4,20070904,057190,057190
C22 ,22798584,4,20070917,081778,081778
C22 ,22969432,1,20070904,057190,057190
C22 ,23050403,1,20081112,164103,164103
C22 ,23503047,1,20070905,141853,141853
C22 ,23636068,2,20070906,108340,108340
C22 ,23684151,1,20070904,051821,051821
C22 ,23981595,1,20070904,051821,051821
C22 ,27909244,2,20081112,164103,164103
C22 ,30826319,4,20070904,057190,057190
C22 ,34426672,1,20070904,051821,051821
C22 ,43633504,4,20070904,033720,033720
C22 ,43945648,4,20070906,108340,108340
C22 ,44718038,1,20070906,108340,108340
C22 ,04934664,1,20070904,033720,033720
C22 ,51272200,4,20070905,141853,141853
C22 ,52264848,4,20070906,108340,108340
C22 ,52267129,2,20070917,081778,081778
C22 ,52359014,4,20070904,119990,119990
C22 ,52536454,1,20070905,141853,141853
C22 ,52604255,4,20070904,057190,057190
C22 ,52615393,4,20070905,141853,141853
C22 ,52806843,1,20070904,057190,057190
C22 ,52808011,1,20070904,119990,119990
C22 ,52889822,1,20070905,141853,141853
C22 ,52899981,2,20070917,081778,081778
C22 ,55736912,1,20070905,141853,141853
C22 ,55877264,1,20070906,108340,108340
C22 ,55982771,1,20070905,141853,141853
C22 ,56666077,1,20070904,057190,057190
C22 ,57001161,4,20070904,033720,033720
C22 ,05835260,1,20070904,057190,057190
C22 ,59037881,1,20070904,057190,057190
C22 ,59272169,1,20070904,033720,033720
C22 ,06035982,2,20070917,081778,081778
C22 ,61911374,4,20070904,057190,057190
C22 ,66654775,4,20070904,033720,033720
C22 ,68040606,4,20070917,081778,081778
C22 ,68193807,1,20070906,108340,108340
C22 ,70582520,1,20070904,057190,057190
C22 ,72072615,4,20070904,033720,033720
C22 ,72108178,1,20070904,057190,057190
C22 ,00730294,4,20070906,108340,108340
C22 ,07305105,1,20070906,108340,108340
C22 ,73632361,2,20160704,112284,112284
C22 ,76466816,1,20070904,057190,057190
C22 ,07931248,1,20081112,164103,164103
C22 ,80012106,1,20070906,108340,108340
C22 ,80041974,1,20070904,057190,057190
C22 ,84441207,1,20070917,081778,081778
C22 ,84647989,1,20070904,057190,057190
C22 ,84703335,4,20070904,033720,033720
C22 ,84996233,1,20070904,051821,051821
C22 ,85611896,4,20070904,033720,033720
C22 ,86227701,1,20070904,033720,033720
C22 ,86328948,1,20070904,051821,051821
C22 ,86336383,1,20070904,057190,057190
C22 ,86372943,4,20070906,108340,108340
C22 ,86533743,1,20070904,057190,057190
C22 ,86553769,2,20070917,081778,081778
C22 ,86559530,1,20070904,051821,051821
C22 ,88342707,4,20070904,033720,033720
C22 ,88682780,4,20070904,057190,057190
C22 ,88700083,4,20070904,057190,057190
C22 ,88703173,1,20070904,051821,051821
C22 ,88708542,4,20070904,057190,057190
C22 ,88743843,4,20160704,112284,112284
C22 ,89883407,1,20070904,057190,057190
C22 ,97041772,1,20070904,033720,033720
C22 ,97238228,2,20070904,051821,051821
C22 ,97575467,4,20070904,119990,119990
C24 ,12275995,4,20071025,105528,105528
C24 ,16407172,2,20071126,087247,087247
C24 ,22082130,2,20080102,082149,082149
C24 ,23952851,2,20071025,105528,105528
C24 ,28039673,4,20141211,105528,105528
C24 ,28039673,1,20071126,087247,087247
C24 ,31276050,2,20080102,082149,082149
C24 ,35282407,1,20080102,082149,082149
C24 ,35836619,2,20080102,082149,082149
C24 ,51139301,2,20071025,105528,105528
C24 ,52484982,4,20141209,105528,105528
C24 ,52880765,2,20071025,105528,105528
C24 ,58111026,2,20071025,105528,105528
C24 ,65818201,2,20080102,082149,082149
C24 ,73252657,4,20071025,105528,105528
C24 ,73252657,4,20150114,163113,163113
C24 ,73253585,2,20080102,082149,082149
C24 ,76375490,1,20071126,087247,087247
C24 ,83438302,2,20071025,105528,105528
C24 ,83654791,2,20080102,082149,082149
C24 ,86437896,1,20080102,082149,082149
C24 ,86466168,4,20071126,087247,087247
C25 ,11175358,2,20070806,134387,134387
C25 ,13111319,1,20070727,147272,147272
C25 ,01980973,2,20070806,134387,134387
C25 ,20563007,1,20070803,089953,089953
C25 ,22209974,1,20070806,089953,089953
C25 ,23019109,1,20070803,147272,147272
C25 ,23529497,1,20150316,103283,103283
C25 ,33928992,1,20070803,147272,147272
C25 ,07014900,1,20070727,147272,147272
C25 ,07305105,2,20070803,103283,103283
C25 ,07638005,1,20070806,089953,089953
C25 ,83452628,4,20080725,101741,101741
C25 ,85330636,1,20070803,103283,103283
C25 ,97573812,1,20070803,089953,089953
C26 ,11013946,1,20141126,146928,146928
C26 ,11026506,2,20150112,150300,150300
C26 ,11175358,4,20121002,134387,134387
C26 ,11332202,4,20141124,150300,150300
C26 ,11529802,4,20121002,144337,144337
C26 ,11529802,2,20150112,150300,150300
C26 ,12218670,1,20121002,134387,134387
C26 ,12464519,2,20121001,161562,161562
C26 ,13041406,1,20141124,150300,150300
C26 ,13192918,2,20121005,152215,152215
C26 ,14015026,2,20150112,150300,150300
C26 ,15370509,2,20121002,134387,134387
C26 ,16335586,2,20121002,134387,134387
C26 ,20971926,4,20121002,134387,134387
C26 ,22081250,4,20150113,169847,169847
C26 ,22088676,4,20121005,152215,152215
C26 ,22209974,2,20121005,152215,152215
C26 ,22269091,1,20141127,164962,164962
C26 ,22269091,1,20121002,134387,134387
C26 ,22346132,2,20150112,161562,161562
C26 ,22523283,4,20121005,152215,152215
C26 ,22540537,2,20121005,152215,152215
C26 ,22821500,4,20121002,134387,134387
C26 ,22952538,2,20141124,150300,150300
C26 ,22982619,2,20121002,150300,150300
C26 ,23019109,1,20141124,150300,150300
C26 ,23394857,2,20121002,134387,134387
C26 ,23511659,4,20121002,134387,134387
C26 ,23520051,2,20121002,134387,134387
C26 ,23807034,2,20150112,150300,150300
C26 ,25188473,4,20121002,150300,150300
C26 ,27218804,8,20121005,152215,152215
C26 ,30886596,2,20150113,169847,169847
C26 ,31276050,1,20141126,146928,146928
C26 ,33928992,2,20121002,134387,134387
C26 ,35129100,4,20121001,161562,161562
C26 ,35282407,2,20150113,169847,169847
C26 ,35489006,2,20121002,134387,134387
C26 ,35836625,8,20121005,152215,152215
C26 ,04445477,4,20121002,150300,150300
C26 ,45082977,2,20150112,161562,161562
C26 ,51464306,2,20121002,150300,150300
C26 ,52458318,8,20121002,150300,150300
C26 ,52484982,4,20121002,144337,144337
C26 ,52819592,8,20121002,150300,150300
C26 ,55966110,4,20121002,150300,150300
C26 ,59035835,1,20121002,134387,134387
C26 ,60302535,1,20141126,146928,146928
C26 ,68326665,4,20150113,169847,169847
C26 ,69797158,8,20121005,152215,152215
C26 ,07014900,2,20141126,146928,146928
C26 ,07014900,4,20121002,134387,134387
C26 ,70712100,4,20121005,152215,152215
C26 ,07305105,8,20121017,144337,144337
C26 ,75947936,2,20121005,152215,152215
C26 ,75985059,2,20121005,152215,152215
C26 ,80196391,4,20121002,144337,144337
C26 ,81102914,4,20121005,152215,152215
C26 ,82041253,4,20121005,152215,152215
C26 ,83395583,1,20121002,150300,150300
C26 ,83412577,2,20121002,144337,144337
C26 ,83452628,4,20121002,134387,134387
C26 ,84336628,4,20121005,152215,152215
C26 ,84412364,2,20121005,152215,152215
C26 ,84561770,1,20141124,150300,150300
C26 ,85655752,8,20121005,152215,152215
C26 ,85892869,8,20121005,152215,152215
C26 ,86220355,2,20121005,152215,152215
C26 ,89695833,2,20121002,150300,150300
C26 ,89871129,2,20121002,134387,134387
C26 ,97005298,1,20141127,164962,164962
C26 ,97005298,1,20121002,134387,134387
C26 ,97071677,2,20121005,152215,152215
C21 ,11175358,4,20070823,120055,120055
C21 ,11529802,2,20160622,120063,120063
C21 ,15176809,2,20070802,113233,113233
C21 ,16826696,1,20070802,113233,113233
C21 ,16826696,4,20141014,150284,150284
C21 ,22560569,0,20141117,178582,178582
C21 ,22649001,4,20070823,120055,120055
C21 ,22704799,4,20070823,120055,120055
C21 ,22704799,4,20141014,150284,150284
C21 ,22839564,2,20070731,054338,054338
C21 ,22930612,1,20070823,120055,120055
C21 ,23192748,1,20070731,101782,101782
C21 ,23216426,1,20080117,054338,054338
C21 ,24256255,0,20141117,178582,178582
C21 ,33730020,1,20141014,176446,176446
C21 ,35004734,2,20141117,178582,178582
C21 ,35836625,4,20070731,101782,101782
C21 ,35836625,4,20141014,150284,150284
C21 ,43245899,1,20141117,178582,178582
C21 ,44408316,1,20080117,054338,054338
C21 ,04452693,1,20070731,054338,054338
C21 ,04695235,4,20070731,054338,054338
C21 ,04695235,4,20141014,176446,176446
C21 ,52242802,0,20070731,054338,054338
C21 ,55173645,2,20070802,113233,113233
C21 ,55872697,1,20141117,178582,178582
C21 ,75925335,4,20070802,113233,113233
C21 ,75925335,4,20141014,150284,150284
C21 ,75947936,2,20141117,178582,178582
C21 ,79033906,0,20071026,054338,054338
C21 ,79413048,4,20070802,113233,113233
C21 ,81084084,1,20070802,113233,113233
C21 ,82050180,2,20070731,054338,054338
C21 ,86365648,4,20141014,150284,150284
C21 ,86454661,1,20070731,054338,054338
C21 ,86966446,1,20070731,054338,054338
